Date,Region,Product,Category,Units_Sold,Unit_Price_USD,Revenue_USD,Discount_Pct,Profit_USD,Customer_Rating
2025-03-22,North America,Enterprise ERP,Software,5,980.96,4904.8,20.0,1662.21,1.0
2025-03-22,North America,Security Suite,Software,41,931.65,38197.65,5.0,23437.78,5.0
2025-03-23,Europe,Data Connector,Software,12,222.16,2665.92,0.0,1285.24,1.0
2025-03-23,North America,Data Connector,Subscription,26,537.54,13976.04,0.0,3488.74,3.0
2025-03-24,North America,AI CoPilot,Software,46,225.93,10392.78,0.0,1792.55,4.0
2025-03-24,North America,Security Suite,Services,34,320.52,10897.68,0.0,2323.15,4.0
2025-03-25,Asia Pacific,Cloud Analytics,Subscription,49,1049.65,51432.85,10.0,19963.65,5.0
2025-03-25,Latin America,Security Suite,Subscription,14,593.83,8313.62,15.0,3763.52,1.0
2025-03-26,Europe,Security Suite,Software,26,665.66,17307.16,10.0,9660.66,4.0
2025-03-26,Europe,Security Suite,Subscription,45,255.21,11484.45,0.0,1813.53,4.0
2025-03-27,North America,Data Connector,Software,27,409.11,11045.97,0.0,4544.09,5.0
2025-03-27,Asia Pacific,Data Connector,Software,9,314.78,2833.02,0.0,1091.94,4.0
2025-03-28,Asia Pacific,Enterprise ERP,Subscription,26,287.11,7464.86,5.0,3389.99,5.0
2025-03-28,Europe,Cloud Analytics,Software,47,783.65,36831.55,15.0,13455.34,2.0
2025-03-29,North America,AI CoPilot,Subscription,22,345.42,7599.24,0.0,3750.37,4.0
2025-03-29,North America,Security Suite,Software,47,776.82,36510.54,15.0,14866.55,4.0
2025-03-30,North America,Cloud Analytics,Software,30,117.22,3516.6,20.0,586.59,5.0
2025-03-30,Europe,Cloud Analytics,Software,43,213.04,9160.72,5.0,4785.25,3.0
2025-03-31,Latin America,Enterprise ERP,Services,48,365.72,17554.56,15.0,3157.61,3.0
2025-03-31,Latin America,AI CoPilot,Subscription,17,736.6,12522.2,10.0,5626.71,4.0
2025-04-01,Europe,Security Suite,Subscription,26,827.22,21507.72,10.0,6931.19,2.0
2025-04-01,Asia Pacific,AI CoPilot,Software,36,559.12,20128.32,10.0,7371.65,3.0
2025-04-02,Middle East,Enterprise ERP,Software,1,562.66,562.66,5.0,321.6,5.0
2025-04-02,North America,Data Connector,Services,8,883.19,7065.52,0.0,4203.57,4.0
2025-04-03,Europe,Cloud Analytics,Software,49,68.19,3341.31,5.0,1774.17,4.0
2025-04-03,Middle East,Security Suite,Software,35,442.25,15478.75,0.0,6270.04,5.0
2025-04-04,North America,Data Connector,Subscription,15,991.51,14872.65,10.0,6935.23,4.0
2025-04-04,Latin America,Enterprise ERP,Software,47,743.7,34953.9,0.0,14206.96,3.0
2025-04-05,Middle East,AI CoPilot,Subscription,22,437.81,9631.82,20.0,4506.17,3.0
2025-04-05,Asia Pacific,Cloud Analytics,Subscription,14,1091.35,15278.9,15.0,4563.5,4.0
2025-04-06,Latin America,Security Suite,Software,26,938.52,24401.52,5.0,14722.94,4.0
2025-04-06,Asia Pacific,Data Connector,Software,28,354.63,9929.64,0.0,6118.26,4.0
2025-04-07,Asia Pacific,Data Connector,Software,23,792.08,18217.84,20.0,7590.3,1.0
2025-04-07,North America,Cloud Analytics,Services,14,735.11,10291.54,15.0,2534.31,4.0
2025-04-08,North America,AI CoPilot,Subscription,24,511.37,12272.88,15.0,2251.49,5.0
2025-04-08,North America,Enterprise ERP,Software,2,472.0,944.0,0.0,545.02,5.0
2025-04-09,Asia Pacific,AI CoPilot,Software,45,445.09,20029.05,5.0,4426.79,5.0
2025-04-09,North America,AI CoPilot,Subscription,26,759.73,19752.98,0.0,11400.05,5.0
2025-04-10,North America,AI CoPilot,Subscription,14,558.77,7822.78,0.0,3092.99,4.0
2025-04-10,North America,Cloud Analytics,Software,7,1006.64,7046.48,15.0,2115.96,5.0
2025-04-11,Asia Pacific,Cloud Analytics,Software,3,820.04,2460.12,15.0,1258.0,3.0
2025-04-11,Middle East,Enterprise ERP,Software,47,130.42,6129.74,10.0,2493.17,4.0
2025-04-12,Middle East,AI CoPilot,Subscription,23,786.19,18082.37,20.0,6340.5,4.0
2025-04-12,Europe,Cloud Analytics,Services,46,361.82,16643.72,10.0,6431.88,1.0
2025-04-13,Latin America,Enterprise ERP,Software,43,731.73,31464.39,5.0,10031.02,5.0
2025-04-13,Asia Pacific,Enterprise ERP,Subscription,47,832.15,39111.05,5.0,20168.8,5.0
2025-04-14,Europe,AI CoPilot,Software,45,315.45,14195.25,20.0,3138.84,3.0
2025-04-14,Europe,Security Suite,Software,18,575.39,10357.02,0.0,6415.63,5.0
2025-04-15,North America,AI CoPilot,Software,38,268.87,10217.06,20.0,4879.61,2.0
2025-04-15,Middle East,Security Suite,Subscription,35,110.19,3856.65,15.0,1044.88,4.0
2025-04-16,Europe,Enterprise ERP,Software,15,485.25,7278.75,0.0,3746.6,4.0
2025-04-16,Europe,Cloud Analytics,Subscription,25,467.39,11684.75,10.0,4591.53,4.0
2025-04-17,Asia Pacific,Data Connector,Software,37,1194.8,44207.6,20.0,11275.58,5.0
2025-04-17,North America,Enterprise ERP,Software,28,563.31,15772.68,10.0,9145.55,5.0
2025-04-18,North America,Cloud Analytics,Software,10,433.6,4336.0,20.0,564.09,5.0
2025-04-18,Asia Pacific,Enterprise ERP,Subscription,39,717.55,27984.45,20.0,6186.2,3.0
2025-04-19,North America,AI CoPilot,Software,17,152.08,2585.36,,1007.09,5.0
2025-04-19,Asia Pacific,Security Suite,Subscription,39,1155.92,45080.88,5.0,17600.82,2.0
2025-04-20,Europe,Enterprise ERP,Software,22,780.2,17164.4,20.0,6103.2,5.0
2025-04-20,Asia Pacific,Cloud Analytics,Software,26,918.06,23869.56,10.0,11296.37,4.0
2025-04-21,Asia Pacific,AI CoPilot,Software,44,246.05,10826.2,0.0,4998.88,2.0
2025-04-21,Europe,Data Connector,Software,25,520.9,13022.5,0.0,5861.96,4.0
2025-04-22,Europe,AI CoPilot,Software,17,536.09,9113.53,10.0,1449.79,3.0
2025-04-22,Asia Pacific,Security Suite,Software,13,995.08,12936.04,20.0,3500.65,3.0
2025-04-23,Asia Pacific,AI CoPilot,Subscription,20,51.42,1028.4,,232.55,4.0
2025-04-23,Asia Pacific,Data Connector,Subscription,25,395.98,9899.5,10.0,2518.6,2.0
2025-04-24,Latin America,Cloud Analytics,Software,4,1178.42,4713.68,0.0,2013.54,3.0
2025-04-24,North America,Enterprise ERP,Software,10,596.12,5961.2,0.0,1488.83,1.0
2025-04-25,Europe,Security Suite,Software,3,489.91,1469.73,20.0,349.18,4.0
2025-04-25,Middle East,Data Connector,Software,41,187.8,7699.8,0.0,2067.72,2.0
2025-04-26,Europe,Security Suite,Software,45,1170.29,52663.05,0.0,32874.99,4.0
2025-04-26,North America,AI CoPilot,Services,18,73.03,1314.54,0.0,818.08,3.0
2025-04-27,Europe,Security Suite,Software,47,897.76,42194.72,10.0,17277.63,5.0
2025-04-27,North America,Data Connector,Software,36,933.89,33620.04,20.0,16467.4,5.0
2025-04-28,North America,Enterprise ERP,Software,47,330.21,15519.87,0.0,8425.84,3.0
2025-04-28,Middle East,Enterprise ERP,Software,22,822.29,18090.38,5.0,7647.26,5.0
2025-04-29,Europe,Security Suite,Subscription,34,156.87,5333.58,10.0,735.48,5.0
2025-04-29,North America,Cloud Analytics,Software,47,345.6,16243.2,,6532.91,5.0
2025-04-30,Middle East,Security Suite,Software,8,956.09,7648.72,0.0,3833.88,4.0
2025-04-30,Middle East,AI CoPilot,Subscription,40,1044.39,41775.6,5.0,18161.75,2.0
2025-05-01,Europe,Enterprise ERP,Software,49,749.76,36738.24,5.0,18505.11,4.0
2025-05-01,North America,Enterprise ERP,Subscription,44,632.86,27845.84,20.0,9054.6,4.0
2025-05-02,Latin America,Enterprise ERP,Subscription,19,233.2,4430.8,5.0,2113.22,4.0
2025-05-02,Asia Pacific,Cloud Analytics,Software,42,122.58,5148.36,0.0,3179.56,4.0
2025-05-03,Asia Pacific,Cloud Analytics,Subscription,41,185.3,7597.3,10.0,2310.43,5.0
2025-05-03,Latin America,Data Connector,Software,37,311.46,11524.02,15.0,4937.49,5.0
2025-05-04,Asia Pacific,Security Suite,Subscription,6,442.93,2657.58,0.0,1030.73,3.0
2025-05-04,North America,Security Suite,Software,26,488.05,12689.3,20.0,4945.78,2.0
2025-05-05,Asia Pacific,AI CoPilot,Software,34,448.27,15241.18,,8099.87,3.0
2025-05-05,North America,Enterprise ERP,Subscription,45,324.91,14620.95,10.0,2272.88,5.0
2025-05-06,Asia Pacific,Cloud Analytics,Services,6,636.18,3817.08,5.0,1716.29,4.0
2025-05-06,Asia Pacific,AI CoPilot,Services,37,999.08,36965.96,15.0,8275.38,4.0
2025-05-07,North America,AI CoPilot,Subscription,33,371.66,12264.78,5.0,5651.19,4.0
2025-05-07,Europe,Cloud Analytics,Software,22,1133.75,24942.5,20.0,7665.63,4.0
2025-05-08,North America,Security Suite,Software,21,1054.34,22141.14,15.0,10102.11,4.0
2025-05-08,North America,Enterprise ERP,Software,6,236.03,1416.18,10.0,269.83,4.0
2025-05-09,Asia Pacific,Security Suite,Software,6,954.22,5725.32,15.0,2253.98,5.0
2025-05-09,North America,AI CoPilot,Software,48,710.78,34117.44,15.0,8387.77,5.0
2025-05-10,Asia Pacific,Enterprise ERP,Services,4,701.56,2806.24,0.0,1617.77,5.0
2025-05-10,North America,Data Connector,Software,30,499.7,14991.0,5.0,8746.98,5.0
2025-05-11,Asia Pacific,AI CoPilot,Software,11,626.33,6889.63,20.0,3572.68,4.0
2025-05-11,Latin America,Security Suite,Software,30,506.76,15202.8,0.0,8331.19,4.0
2025-05-12,Asia Pacific,Security Suite,Subscription,31,670.69,20791.39,15.0,9311.15,5.0
2025-05-12,Europe,Security Suite,Subscription,24,772.14,18531.36,25.0,3582.35,5.0
2025-05-13,Middle East,Cloud Analytics,Subscription,9,825.45,7429.05,,2362.46,3.0
2025-05-13,North America,AI CoPilot,Software,3,662.35,1987.05,10.0,684.65,4.0
2025-05-14,North America,Enterprise ERP,Subscription,31,879.64,27268.84,5.0,13903.18,3.0
2025-05-14,Europe,Security Suite,Software,40,212.47,8498.8,10.0,4646.59,4.0
